scope,asn,hege,nb_peers
2553,6939,0.9259259259259259,33
2553,11096,1.0,33
50,-18,0.037037037037037035,33
50,6939,0.8148148148148148,33
50,293,1.0,33
50,291,1.0,33
2274,6939,1.0,33
1471,1299,0.14814814814814814,33
1471,3356,1.0,33
1471,209,1.0,33
1471,174,0.037037037037037035,33
1886,174,1.0,33
1886,3356,0.1111111111111111,33
89,2914,0.1111111111111111,33
89,668,0.1111111111111111,33
89,209,0.2962962962962963,33
89,6223,0.7037037037037037,33
89,3356,0.6666666666666666,33
1451,1299,0.07407407407407407,33
1451,3356,1.0,33
1451,3561,0.4074074074074074,33
37,3356,0.7407407407407407,33
37,6223,0.7407407407407407,33
37,209,0.48148148148148145,33
2015,6939,0.7037037037037037,33
2015,12129,0.4074074074074074,33
2015,174,0.037037037037037035,33
2015,-31,0.037037037037037035,33
2675,6461,0.5925925925925926,33
2675,15290,0.4444444444444444,33
2675,3356,0.1111111111111111,33
2675,1299,0.037037037037037035,33
2675,6453,0.037037037037037035,33
